DAQLog Data File v1.10
Device: LGR-5327
Serial No: 000001582675
Log Enable Time: 12.06.2025 13:42:44.000
Data Start Time: 12.06.2025 13:42:45.468
Trigger Time: 12.06.2025 13:42:45.718
Pre-Trigger Scan Count: 1000
Pre-Trigger Scan Rate(Hz): 4000
Post-Trigger Scan Count: 3000
Post-Trigger Scan Rate(Hz): 4000
Notes: 06.12.2025 Kantipark St. Gallen
8 feste Geophon-Positionen + 1 Trigger
Abstand wird während der Messung festgelegt
, , AI0Diff30V(Volts), AI1Diff30V(Volts), AI2Diff30V(Volts), AI3Diff30V(Volts), AI4Diff30V(Volts), AI5Diff30V(Volts), AI6Diff30V(Volts), AI7Diff30V(Volts)
Scan Number, Scan Time, , , , , , , , 
0, "13:42:45.467998", 0.05533, 0.01151, 0.00009, 0.02467, 0.01833, 0.02512, 0.02990, 0.01105
1, "13:42:45.468248", 0.05533, 0.01052, -0.00090, 0.02369, 0.01833, 0.02610, 0.02990, 0.01006
2, "13:42:45.468498", 0.05434, 0.01250, -0.00189, 0.02270, 0.01833, 0.02610, 0.02990, 0.01105
3, "13:42:45.468750", 0.05434, 0.01151, -0.00090, 0.02072, 0.01932, 0.02610, 0.02990, 0.01204
4, "13:42:45.468999", 0.05335, 0.01151, -0.00386, 0.02171, 0.01833, 0.02512, 0.03089, 0.01105
5, "13:42:45.469249", 0.05038, 0.00656, -0.00485, 0.01874, 0.01833, 0.02512, 0.02990, 0.01204
6, "13:42:45.469499", 0.05038, 0.01052, -0.00287, 0.01874, 0.01833, 0.02512, 0.02990, 0.01204
7, "13:42:45.469749", 0.05038, 0.00459, -0.00584, 0.01874, 0.01833, 0.02512, 0.03188, 0.01303
8, "13:42:45.469999", 0.05137, 0.00854, -0.00287, 0.01874, 0.01932, 0.02610, 0.03089, 0.01105
9, "13:42:45.470249", 0.05038, 0.00755, -0.00683, 0.01677, 0.01833, 0.02512, 0.02891, 0.01204
10, "13:42:45.470499", 0.04643, 0.00854, -0.00683, 0.01776, 0.01833, 0.02512, 0.02990, 0.01105
11, "13:42:45.470748", 0.04940, 0.00854, -0.00584, 0.01677, 0.01635, 0.02512, 0.02990, 0.01204
12, "13:42:45.470998", 0.04742, 0.00656, -0.00683, 0.01578, 0.01734, 0.02512, 0.02990, 0.01006
13, "13:42:45.471248", 0.04643, 0.00261, -0.00880, 0.01578, 0.01833, 0.02512, 0.02990, 0.01105
14, "13:42:45.471500", 0.04445, 0.00162, -0.00880, 0.01578, 0.01635, 0.02413, 0.03089, 0.01204
15, "13:42:45.471750", 0.04544, 0.00459, -0.01078, 0.01281, 0.01734, 0.02610, 0.03089, 0.01105
16, "13:42:45.472000", 0.04248, 0.00459, -0.01177, 0.01281, 0.01932, 0.02512, 0.03089, 0.01105
17, "13:42:45.472248", 0.04149, 0.00261, -0.01375, 0.01084, 0.01833, 0.02413, 0.03188, 0.01105
18, "13:42:45.472497", 0.04050, 0.00063, -0.01375, 0.00985, 0.01635, 0.02314, 0.03089, 0.01105
19, "13:42:45.472749", 0.04050, 0.00261, -0.01473, 0.00985, 0.01833, 0.02512, 0.02990, 0.01105
20, "13:42:45.472999", 0.03852, -0.00036, -0.01473, 0.00985, 0.01734, 0.02314, 0.03089, 0.01204
21, "13:42:45.473249", 0.04149, -0.00036, -0.01473, 0.00985, 0.01635, 0.02512, 0.03188, 0.01204
22, "13:42:45.473499", 0.03951, 0.00063, -0.01572, 0.00985, 0.01734, 0.02413, 0.02990, 0.01105
23, "13:42:45.473749", 0.03852, -0.00135, -0.01572, 0.00787, 0.01734, 0.02314, 0.02990, 0.01105
24, "13:42:45.473999", 0.03852, -0.00629, -0.01671, 0.00985, 0.01635, 0.02413, 0.02990, 0.01204
25, "13:42:45.474248", 0.03457, -0.00431, -0.01671, 0.00886, 0.01734, 0.02512, 0.02990, 0.01105
26, "13:42:45.474498", 0.03754, -0.00530, -0.01671, 0.00688, 0.01635, 0.02512, 0.02990, 0.01204
27, "13:42:45.474750", 0.03457, -0.00629, -0.01869, 0.00886, 0.01635, 0.02314, 0.02990, 0.01204
28, "13:42:45.474998", 0.03260, -0.00629, -0.01967, 0.00787, 0.01635, 0.02413, 0.02990, 0.01105
29, "13:42:45.475248", 0.03161, -0.00827, -0.01770, 0.00490, 0.01635, 0.02314, 0.02891, 0.01105
30, "13:42:45.475500", 0.02963, -0.00728, -0.01869, 0.00688, 0.01734, 0.02314, 0.02990, 0.01105
31, "13:42:45.475749", 0.03062, -0.00926, -0.02066, 0.00490, 0.01438, 0.02413, 0.02990, 0.01105
32, "13:42:45.475999", 0.03062, -0.01025, -0.01967, 0.00688, 0.01635, 0.02413, 0.02990, 0.01105
33, "13:42:45.476249", 0.02765, -0.00926, -0.01967, 0.00490, 0.01635, 0.02413, 0.02792, 0.01105
34, "13:42:45.476497", 0.02963, -0.01124, -0.02363, 0.00194, 0.01635, 0.02413, 0.02891, 0.01204
35, "13:42:45.476749", 0.02963, -0.01222, -0.02066, 0.00392, 0.01536, 0.02413, 0.02891, 0.01204
36, "13:42:45.476999", 0.02667, -0.01222, -0.02264, 0.00194, 0.01438, 0.02314, 0.02792, 0.01204
37, "13:42:45.477249", 0.02864, -0.01222, -0.02462, 0.00490, 0.01734, 0.02215, 0.03089, 0.01303
38, "13:42:45.477500", 0.02074, -0.01618, -0.02659, 0.00293, 0.01438, 0.02512, 0.02990, 0.01006
39, "13:42:45.477748", 0.02469, -0.01816, -0.02659, 0.00293, 0.01734, 0.02512, 0.02891, 0.01204
40, "13:42:45.477998", 0.02074, -0.01915, -0.02659, 0.00293, 0.01536, 0.02314, 0.02891, 0.01105
41, "13:42:45.478248", 0.02172, -0.01915, -0.02956, 0.00293, 0.01734, 0.02314, 0.02891, 0.01303
42, "13:42:45.478498", 0.02074, -0.01816, -0.02758, 0.00194, 0.01635, 0.02314, 0.02694, 0.01105
43, "13:42:45.478750", 0.01876, -0.01816, -0.03055, 0.00095, 0.01635, 0.02413, 0.02694, 0.01204
44, "13:42:45.479000", 0.01975, -0.02013, -0.02857, -0.00103, 0.01734, 0.02413, 0.02891, 0.01105
45, "13:42:45.479248", 0.02271, -0.02112, -0.02758, -0.00004, 0.01536, 0.02512, 0.02792, 0.01105
46, "13:42:45.479499", 0.01876, -0.02112, -0.03055, -0.00201, 0.01536, 0.02512, 0.02792, 0.01303
47, "13:42:45.479749", 0.01678, -0.01915, -0.02956, -0.00399, 0.01635, 0.02314, 0.02891, 0.01303
48, "13:42:45.479999", 0.01678, -0.02310, -0.03252, -0.00103, 0.01635, 0.02512, 0.02891, 0.01204
49, "13:42:45.480249", 0.01678, -0.02508, -0.03252, -0.00103, 0.01635, 0.02512, 0.02891, 0.01105
50, "13:42:45.480499", 0.01283, -0.02310, -0.03252, -0.00399, 0.01536, 0.02215, 0.02792, 0.01204
51, "13:42:45.480749", 0.01382, -0.02310, -0.03351, -0.00103, 0.01734, 0.02215, 0.02990, 0.01303
52, "13:42:45.480998", 0.01579, -0.02607, -0.03450, -0.00399, 0.01536, 0.02413, 0.02792, 0.01303
53, "13:42:45.481248", 0.01283, -0.02607, -0.03450, -0.00399, 0.01635, 0.02512, 0.02792, 0.01303
54, "13:42:45.481500", 0.01184, -0.02706, -0.03450, -0.00498, 0.01734, 0.02413, 0.02891, 0.01204
55, "13:42:45.481750", 0.01184, -0.02804, -0.03351, -0.00103, 0.01339, 0.02413, 0.02891, 0.01402
56, "13:42:45.481998", 0.00987, -0.02508, -0.03450, -0.00300, 0.01734, 0.02512, 0.02792, 0.01204
57, "13:42:45.482248", 0.00987, -0.02607, -0.03746, -0.00300, 0.01635, 0.02512, 0.02891, 0.01105
58, "13:42:45.482498", 0.00888, -0.02903, -0.03746, -0.00399, 0.01536, 0.02512, 0.02891, 0.01303
59, "13:42:45.482749", 0.00394, -0.02607, -0.03845, -0.00498, 0.01438, 0.02512, 0.02990, 0.01204
60, "13:42:45.482999", 0.00591, -0.02903, -0.03845, -0.00399, 0.01536, 0.02512, 0.02891, 0.01204
61, "13:42:45.483249", 0.00591, -0.03101, -0.03647, -0.00498, 0.01536, 0.02512, 0.03089, 0.01204
62, "13:42:45.483499", 0.00690, -0.03101, -0.03746, -0.00597, 0.01536, 0.02512, 0.03089, 0.01303
63, "13:42:45.483749", 0.00591, -0.02903, -0.03845, -0.00399, 0.01438, 0.02512, 0.02891, 0.01303
64, "13:42:45.483999", 0.00295, -0.02804, -0.04043, -0.00399, 0.01635, 0.02512, 0.02891, 0.01303
65, "13:42:45.484249", 0.00295, -0.03101, -0.03944, -0.00498, 0.01536, 0.02512, 0.02990, 0.01402
66, "13:42:45.484498", 0.00492, -0.02804, -0.04240, -0.00893, 0.01438, 0.02610, 0.02792, 0.01402
67, "13:42:45.484748", 0.00097, -0.03299, -0.04043, -0.00597, 0.01635, 0.02610, 0.02990, 0.01402
