DAQLog Data File v1.10
Device: LGR-5327
Serial No: 000001582675
Log Enable Time: 12.06.2025 13:35:33.000
Data Start Time: 12.06.2025 13:35:34.934
Trigger Time: 12.06.2025 13:35:35.184
Pre-Trigger Scan Count: 1000
Pre-Trigger Scan Rate(Hz): 4000
Post-Trigger Scan Count: 3000
Post-Trigger Scan Rate(Hz): 4000
Notes: 06.12.2025 Kantipark St. Gallen
8 feste Geophon-Positionen + 1 Trigger
Abstand wird während der Messung festgelegt
, , AI0Diff30V(Volts), AI1Diff30V(Volts), AI2Diff30V(Volts), AI3Diff30V(Volts), AI4Diff30V(Volts), AI5Diff30V(Volts), AI6Diff30V(Volts), AI7Diff30V(Volts)
Scan Number, Scan Time, , , , , , , , 
0, "13:35:34.934000", 0.02864, 0.00557, -0.01177, 0.03159, 0.02129, 0.03204, 0.01508, -0.00476
1, "13:35:34.934249", 0.02864, 0.00656, -0.01375, 0.03258, 0.02129, 0.03303, 0.01508, -0.00971
2, "13:35:34.934497", 0.02864, 0.00459, -0.01375, 0.03159, 0.02426, 0.03105, 0.01409, -0.00773
3, "13:35:34.934749", 0.02765, 0.00557, -0.01276, 0.03258, 0.02327, 0.03006, 0.01310, -0.00872
4, "13:35:34.934999", 0.02765, 0.00656, -0.01375, 0.03258, 0.02228, 0.03006, 0.01112, -0.01069
5, "13:35:34.935249", 0.02765, 0.00459, -0.01375, 0.03159, 0.02426, 0.03204, 0.01014, -0.01168
6, "13:35:34.935501", 0.02864, 0.00459, -0.01375, 0.03357, 0.02624, 0.03303, 0.01014, -0.01069
7, "13:35:34.935749", 0.02765, 0.00755, -0.01375, 0.03159, 0.02426, 0.03006, 0.01211, -0.01069
8, "13:35:34.935998", 0.02765, 0.00656, -0.01375, 0.03159, 0.02426, 0.02907, 0.00717, -0.01069
9, "13:35:34.936248", 0.02667, 0.00459, -0.01276, 0.03258, 0.02327, 0.03105, 0.01014, -0.01465
