DAQLog Data File v1.10
Device: LGR-5327
Serial No: 000001582675
Log Enable Time: 12.06.2025 13:46:07.000
Data Start Time: 12.06.2025 13:46:09.887
Trigger Time: 12.06.2025 13:46:10.137
Pre-Trigger Scan Count: 1000
Pre-Trigger Scan Rate(Hz): 4000
Post-Trigger Scan Count: 3000
Post-Trigger Scan Rate(Hz): 4000
Notes: 06.12.2025 Kantipark St. Gallen
8 feste Geophon-Positionen + 1 Trigger
Abstand wird während der Messung festgelegt
, , AI0Diff30V(Volts), AI1Diff30V(Volts), AI2Diff30V(Volts), AI3Diff30V(Volts), AI4Diff30V(Volts), AI5Diff30V(Volts), AI6Diff30V(Volts), AI7Diff30V(Volts)
Scan Number, Scan Time, , , , , , , , 
0, "13:46:09.886999", 0.00789, -0.15065, -0.00782, 0.03159, 0.01833, 0.02907, 0.02496, 0.01599
1, "13:46:09.887248", 0.00492, -0.14670, -0.00880, 0.03654, 0.02031, 0.03105, 0.02595, 0.01599
2, "13:46:09.887500", 0.00888, -0.13879, -0.00584, 0.03258, 0.02228, 0.02808, 0.02595, 0.01797
3, "13:46:09.887750", 0.01085, -0.14769, -0.00584, 0.03357, 0.02129, 0.02808, 0.02496, 0.01698
4, "13:46:09.887998", 0.01481, -0.14472, -0.00782, 0.03357, 0.01833, 0.02808, 0.02397, 0.01698
5, "13:46:09.888248", 0.01777, -0.15560, -0.00880, 0.03456, 0.01932, 0.03006, 0.02200, 0.01797
6, "13:46:09.888498", 0.02469, -0.15758, -0.00782, 0.03258, 0.02031, 0.03204, 0.02397, 0.01797
7, "13:46:09.888750", 0.02963, -0.15461, -0.00782, 0.03357, 0.02327, 0.03006, 0.02496, 0.01797
8, "13:46:09.888999", 0.03754, -0.13582, -0.00880, 0.03456, 0.02031, 0.02907, 0.02595, 0.01698
9, "13:46:09.889249", 0.03951, -0.14373, -0.00880, 0.03357, 0.01932, 0.02808, 0.02298, 0.01797
10, "13:46:09.889499", 0.04742, -0.14077, -0.00880, 0.03258, 0.02031, 0.02610, 0.02496, 0.01797
11, "13:46:09.889749", 0.04050, -0.13879, -0.00880, 0.03258, 0.02228, 0.02808, 0.02694, 0.01797
12, "13:46:09.889999", 0.03951, -0.14176, -0.00880, 0.03357, 0.02129, 0.03006, 0.02496, 0.01797
13, "13:46:09.890249", 0.05631, -0.14472, -0.00979, 0.03258, 0.02129, 0.02610, 0.02397, 0.01797
14, "13:46:09.890499", 0.06126, -0.13582, -0.00880, 0.03357, 0.02031, 0.02610, 0.02496, 0.01797
15, "13:46:09.890748", 0.06126, -0.13780, -0.00782, 0.03357, 0.02129, 0.03105, 0.02397, 0.01797
16, "13:46:09.890998", 0.06126, -0.13384, -0.01078, 0.03456, 0.02129, 0.02512, 0.02200, 0.01698
17, "13:46:09.891248", 0.06126, -0.14967, -0.01078, 0.03357, 0.02129, 0.02709, 0.02496, 0.01896
18, "13:46:09.891500", 0.06521, -0.14176, -0.01276, 0.03258, 0.02129, 0.02709, 0.02397, 0.01797
19, "13:46:09.891750", 0.06620, -0.14077, -0.01276, 0.03357, 0.01635, 0.02907, 0.02200, 0.01797
20, "13:46:09.892000", 0.08003, -0.14670, -0.01078, 0.03357, 0.01932, 0.02512, 0.02397, 0.01797
21, "13:46:09.892248", 0.08003, -0.15065, -0.00683, 0.03061, 0.01833, 0.02413, 0.02496, 0.01698
22, "13:46:09.892498", 0.08102, -0.14077, -0.01177, 0.03555, 0.01833, 0.02610, 0.02200, 0.01698
23, "13:46:09.892749", 0.09584, -0.14176, -0.00880, 0.03456, 0.01833, 0.02512, 0.02101, 0.01797
24, "13:46:09.892999", 0.08102, -0.13978, -0.01078, 0.03258, 0.01833, 0.02709, 0.02200, 0.01698
25, "13:46:09.893249", 0.08991, -0.14077, -0.01078, 0.03258, 0.01734, 0.02610, 0.02200, 0.01797
26, "13:46:09.893499", 0.08399, -0.13187, -0.01177, 0.03061, 0.01339, 0.02907, 0.02200, 0.01797
27, "13:46:09.893749", 0.09980, -0.13088, -0.01177, 0.03258, 0.01438, 0.02709, 0.01804, 0.01698
28, "13:46:09.893999", 0.09782, -0.13187, -0.00979, 0.02962, 0.01635, 0.02610, 0.02101, 0.01896
