DAQLog Data File v1.10
Device: LGR-5327
Serial No: 000001582675
Log Enable Time: 12.06.2025 13:34:22.000
Data Start Time: 12.06.2025 13:34:24.584
Trigger Time: 12.06.2025 13:34:24.834
Pre-Trigger Scan Count: 1000
Pre-Trigger Scan Rate(Hz): 4000
Post-Trigger Scan Count: 3000
Post-Trigger Scan Rate(Hz): 4000
Notes: 06.12.2025 Kantipark St. Gallen
8 feste Geophon-Positionen + 1 Trigger
Abstand wird während der Messung festgelegt
, , AI0Diff30V(Volts), AI1Diff30V(Volts), AI2Diff30V(Volts), AI3Diff30V(Volts), AI4Diff30V(Volts), AI5Diff30V(Volts), AI6Diff30V(Volts), AI7Diff30V(Volts)
Scan Number, Scan Time, , , , , , , , 
0, "13:34:24.583999", 0.01975, -0.00036, -0.01473, 0.03258, 0.01734, 0.03105, 0.03188, 0.02983
1, "13:34:24.584249", 0.01975, 0.00063, -0.01473, 0.03357, 0.01833, 0.03105, 0.03287, 0.03082
2, "13:34:24.584499", 0.01975, 0.00063, -0.01473, 0.03258, 0.01833, 0.03105, 0.03484, 0.03181
3, "13:34:24.584749", 0.02074, 0.00162, -0.01572, 0.03654, 0.02031, 0.03204, 0.03682, 0.02785
4, "13:34:24.584999", 0.02074, 0.00063, -0.01375, 0.03456, 0.01833, 0.03204, 0.03385, 0.02983
5, "13:34:24.585248", 0.02074, -0.00036, -0.01375, 0.03654, 0.01932, 0.03500, 0.03484, 0.03082
6, "13:34:24.585500", 0.02172, -0.00036, -0.01375, 0.03357, 0.01734, 0.03105, 0.03484, 0.03181
7, "13:34:24.585750", 0.01975, 0.00162, -0.01473, 0.03456, 0.01734, 0.03303, 0.03781, 0.03181
8, "13:34:24.585998", 0.02074, 0.00162, -0.01572, 0.03456, 0.01734, 0.03204, 0.03484, 0.03181
9, "13:34:24.586248", 0.02172, 0.00162, -0.01375, 0.03357, 0.02031, 0.03105, 0.03781, 0.03280
10, "13:34:24.586498", 0.01975, 0.00162, -0.01375, 0.03456, 0.01833, 0.03105, 0.03484, 0.03082
11, "13:34:24.586750", 0.02172, 0.00162, -0.01572, 0.03555, 0.01734, 0.03006, 0.03682, 0.03280
12, "13:34:24.586999", 0.02074, 0.00162, -0.01473, 0.03555, 0.01635, 0.03599, 0.03978, 0.03280
13, "13:34:24.587249", 0.02172, 0.00162, -0.01473, 0.03654, 0.01932, 0.03204, 0.03682, 0.03181
14, "13:34:24.587499", 0.02074, 0.00162, -0.01375, 0.03456, 0.02129, 0.03204, 0.03978, 0.03379
15, "13:34:24.587749", 0.02172, 0.00162, -0.01473, 0.03753, 0.02031, 0.03401, 0.03781, 0.03181
16, "13:34:24.587999", 0.02271, 0.00063, -0.01375, 0.03753, 0.01932, 0.03500, 0.03880, 0.03379
17, "13:34:24.588249", 0.02074, 0.00162, -0.01375, 0.03555, 0.01833, 0.03401, 0.03880, 0.03082
18, "13:34:24.588499", 0.02172, 0.00063, -0.01375, 0.03555, 0.01833, 0.03797, 0.04077, 0.03181
19, "13:34:24.588748", 0.02172, -0.00036, -0.01473, 0.03753, 0.02031, 0.03896, 0.03978, 0.03379
20, "13:34:24.588998", 0.02172, 0.00162, -0.01473, 0.03654, 0.02031, 0.03896, 0.04077, 0.03576
21, "13:34:24.589248", 0.02074, 0.00162, -0.01375, 0.03456, 0.01932, 0.03995, 0.03978, 0.03280
22, "13:34:24.589500", 0.02172, 0.00063, -0.01276, 0.03654, 0.01734, 0.03500, 0.03781, 0.03280
23, "13:34:24.589750", 0.02271, 0.00162, -0.01473, 0.03555, 0.02228, 0.03698, 0.03978, 0.03181
24, "13:34:24.590000", 0.01975, 0.00162, -0.01473, 0.03851, 0.02031, 0.03599, 0.04077, 0.03379
25, "13:34:24.590248", 0.02074, 0.00162, -0.01473, 0.03753, 0.01932, 0.03896, 0.04077, 0.03477
26, "13:34:24.590497", 0.01975, 0.00261, -0.01473, 0.03753, 0.01932, 0.03896, 0.03978, 0.03280
27, "13:34:24.590749", 0.02074, 0.00162, -0.01572, 0.03555, 0.01833, 0.03995, 0.03880, 0.03181
28, "13:34:24.590999", 0.02172, 0.00063, -0.01473, 0.03851, 0.01932, 0.04094, 0.03781, 0.03181
29, "13:34:24.591249", 0.02172, 0.00063, -0.01473, 0.03753, 0.02129, 0.03896, 0.04077, 0.03379
30, "13:34:24.591499", 0.02172, 0.00162, -0.01572, 0.03851, 0.01932, 0.04193, 0.03781, 0.03280
31, "13:34:24.591749", 0.02172, 0.00063, -0.01473, 0.03654, 0.02129, 0.03797, 0.03978, 0.03181
32, "13:34:24.591999", 0.02172, 0.00261, -0.01375, 0.03654, 0.02228, 0.03896, 0.04275, 0.03181
33, "13:34:24.592248", 0.02074, 0.00162, -0.01473, 0.03654, 0.02129, 0.03995, 0.04077, 0.03379
34, "13:34:24.592498", 0.02271, 0.00162, -0.01375, 0.03851, 0.02031, 0.04094, 0.03682, 0.03082
35, "13:34:24.592750", 0.02172, 0.00261, -0.01375, 0.03753, 0.02327, 0.04094, 0.04077, 0.03379
36, "13:34:24.592998", 0.02074, 0.00261, -0.01276, 0.03654, 0.02426, 0.04193, 0.04176, 0.03082
37, "13:34:24.593248", 0.02172, 0.00261, -0.01473, 0.03654, 0.02228, 0.04193, 0.04176, 0.03280
38, "13:34:24.593500", 0.02172, 0.00162, -0.01375, 0.03851, 0.02426, 0.04291, 0.04077, 0.03379
39, "13:34:24.593750", 0.01975, 0.00261, -0.01473, 0.03851, 0.02228, 0.04094, 0.03978, 0.03280
40, "13:34:24.593999", 0.02074, 0.00162, -0.01473, 0.03851, 0.02525, 0.04291, 0.04374, 0.03280
41, "13:34:24.594249", 0.01975, 0.00162, -0.01375, 0.03950, 0.02129, 0.04489, 0.04176, 0.03181
42, "13:34:24.594497", 0.02074, 0.00162, -0.01375, 0.03851, 0.02426, 0.04291, 0.04472, 0.03181
43, "13:34:24.594749", 0.02074, 0.00261, -0.01375, 0.03851, 0.02426, 0.04489, 0.04374, 0.03181
44, "13:34:24.594999", 0.02172, 0.00261, -0.01276, 0.03851, 0.02228, 0.04489, 0.04571, 0.03379
45, "13:34:24.595249", 0.02172, 0.00261, -0.01473, 0.03950, 0.02821, 0.04291, 0.04472, 0.03675
46, "13:34:24.595500", 0.02172, 0.00261, -0.01375, 0.03950, 0.02624, 0.04489, 0.04472, 0.03576
47, "13:34:24.595748", 0.02074, 0.00162, -0.01276, 0.03851, 0.02624, 0.04588, 0.04374, 0.03181
48, "13:34:24.595998", 0.02172, 0.00261, -0.01473, 0.04247, 0.02426, 0.04885, 0.04374, 0.03181
49, "13:34:24.596248", 0.02172, 0.00162, -0.01473, 0.04049, 0.02723, 0.04786, 0.04571, 0.03379
50, "13:34:24.596498", 0.02172, 0.00162, -0.01572, 0.04148, 0.02624, 0.04489, 0.04472, 0.03379
51, "13:34:24.596750", 0.02074, 0.00261, -0.01375, 0.04247, 0.02525, 0.04885, 0.04472, 0.03477
52, "13:34:24.597000", 0.02271, 0.00261, -0.01375, 0.03950, 0.02723, 0.04588, 0.04275, 0.03082
53, "13:34:24.597248", 0.02271, 0.00162, -0.01276, 0.04148, 0.02723, 0.04885, 0.04472, 0.03477
54, "13:34:24.597499", 0.02172, 0.00360, -0.01375, 0.04049, 0.02624, 0.04786, 0.04374, 0.02983
55, "13:34:24.597749", 0.02172, 0.00261, -0.01276, 0.04247, 0.03118, 0.04885, 0.04472, 0.03280
56, "13:34:24.597999", 0.02370, 0.00261, -0.01473, 0.04049, 0.02920, 0.04885, 0.04472, 0.03477
57, "13:34:24.598249", 0.02172, 0.00261, -0.01276, 0.04247, 0.03019, 0.05082, 0.04868, 0.03280
58, "13:34:24.598499", 0.02271, 0.00261, -0.01375, 0.04346, 0.03118, 0.05082, 0.04769, 0.03477
59, "13:34:24.598749", 0.02469, 0.00063, -0.01276, 0.04247, 0.02920, 0.04786, 0.04670, 0.03181
60, "13:34:24.598999", 0.02271, 0.00162, -0.01276, 0.04642, 0.02723, 0.04984, 0.04967, 0.03379
61, "13:34:24.599248", 0.02271, 0.00261, -0.01375, 0.04444, 0.03019, 0.04786, 0.04571, 0.03280
62, "13:34:24.599500", 0.02370, 0.00360, -0.01375, 0.04444, 0.03118, 0.04687, 0.04571, 0.03477
63, "13:34:24.599750", 0.02370, 0.00360, -0.01276, 0.04444, 0.03316, 0.04885, 0.04571, 0.03379
64, "13:34:24.599998", 0.02469, 0.00261, -0.01375, 0.04346, 0.03118, 0.04786, 0.04275, 0.03280
65, "13:34:24.600248", 0.02370, 0.00261, -0.01375, 0.04346, 0.03217, 0.04786, 0.04670, 0.03280
66, "13:34:24.600498", 0.02271, 0.00162, -0.01375, 0.04346, 0.03118, 0.04984, 0.04472, 0.03181
67, "13:34:24.600749", 0.02469, 0.00162, -0.01375, 0.04247, 0.03118, 0.04786, 0.04670, 0.03379
68, "13:34:24.600999", 0.02370, 0.00261, -0.01276, 0.04444, 0.03217, 0.04588, 0.04571, 0.03181
69, "13:34:24.601249", 0.02469, 0.00261, -0.01375, 0.04642, 0.03217, 0.04786, 0.04472, 0.03082
70, "13:34:24.601499", 0.02469, 0.00360, -0.01375, 0.04247, 0.03513, 0.04984, 0.04374, 0.02983
71, "13:34:24.601749", 0.02469, 0.00261, -0.01276, 0.04543, 0.03217, 0.04885, 0.04374, 0.02884
72, "13:34:24.601999", 0.02568, 0.00261, -0.01276, 0.04543, 0.03217, 0.04885, 0.04374, 0.03082
73, "13:34:24.602249", 0.02370, 0.00360, -0.01276, 0.04741, 0.03019, 0.04984, 0.04077, 0.02785
74, "13:34:24.602499", 0.02568, 0.00261, -0.01177, 0.04642, 0.03217, 0.04885, 0.04275, 0.03181
75, "13:34:24.602748", 0.02469, 0.00261, -0.01375, 0.04543, 0.03118, 0.04984, 0.04176, 0.02687
76, "13:34:24.602998", 0.02271, 0.00360, -0.01177, 0.04741, 0.03118, 0.04885, 0.04275, 0.02785
77, "13:34:24.603248", 0.02469, 0.00162, -0.01177, 0.04741, 0.03217, 0.04984, 0.04077, 0.02291
78, "13:34:24.603500", 0.02469, 0.00261, -0.01177, 0.04741, 0.03118, 0.04984, 0.04275, 0.02588
79, "13:34:24.603750", 0.02469, 0.00459, -0.01177, 0.04939, 0.03118, 0.04885, 0.04176, 0.02687
80, "13:34:24.604000", 0.02469, 0.00162, -0.01276, 0.04939, 0.03414, 0.04786, 0.03880, 0.02094
81, "13:34:24.604248", 0.02568, 0.00261, -0.01375, 0.04939, 0.03019, 0.04885, 0.03978, 0.02390
82, "13:34:24.604497", 0.02469, 0.00360, -0.01177, 0.04939, 0.03118, 0.05082, 0.04077, 0.02291
83, "13:34:24.604749", 0.02568, 0.00261, -0.01177, 0.05235, 0.02821, 0.05082, 0.03781, 0.02390
84, "13:34:24.604999", 0.02568, 0.00162, -0.01375, 0.04939, 0.03118, 0.04885, 0.04275, 0.02094
85, "13:34:24.605249", 0.02568, 0.00261, -0.01177, 0.05136, 0.02821, 0.05181, 0.03880, 0.01896
86, "13:34:24.605499", 0.02568, 0.00459, -0.01276, 0.05235, 0.03019, 0.04984, 0.03978, 0.02192
87, "13:34:24.605749", 0.02568, 0.00261, -0.01473, 0.05235, 0.03118, 0.04588, 0.03880, 0.01896
88, "13:34:24.605998", 0.02469, 0.00360, -0.01177, 0.05235, 0.03316, 0.04984, 0.03880, 0.02192
89, "13:34:24.606248", 0.02469, 0.00360, -0.01276, 0.05038, 0.03118, 0.04786, 0.03781, 0.01797
90, "13:34:24.606498", 0.02568, 0.00261, -0.01177, 0.05433, 0.03217, 0.04786, 0.03880, 0.01797
