DAQLog Data File v1.10
Device: LGR-5327
Serial No: 000001582675
Log Enable Time: 12.06.2025 13:27:17.000
Data Start Time: 12.06.2025 13:27:26.471
Trigger Time: 12.06.2025 13:27:26.721
Pre-Trigger Scan Count: 1000
Pre-Trigger Scan Rate(Hz): 4000
Post-Trigger Scan Count: 3000
Post-Trigger Scan Rate(Hz): 4000
Notes: 06.12.2025 Kantipark St. Gallen
8 feste Geophon-Positionen + 1 Trigger
Abstand wird während der Messung festgelegt
, , AI0Diff30V(Volts), AI1Diff30V(Volts), AI2Diff30V(Volts), AI3Diff30V(Volts), AI4Diff30V(Volts), AI5Diff30V(Volts), AI6Diff30V(Volts), AI7Diff30V(Volts)
Scan Number, Scan Time, , , , , , , , 
0, "13:27:26.470998", 0.02172, 0.00755, -0.01770, 0.02863, 0.01734, 0.02808, 0.01705, 0.00413
1, "13:27:26.471248", 0.02172, 0.00656, -0.01770, 0.03258, 0.01734, 0.02808, 0.01804, 0.00710
2, "13:27:26.471500", 0.02172, 0.00656, -0.01770, 0.02863, 0.01536, 0.02709, 0.01705, 0.00512
3, "13:27:26.471750", 0.02172, 0.00755, -0.01770, 0.02863, 0.01635, 0.03006, 0.01903, 0.00314
4, "13:27:26.472000", 0.02172, 0.00656, -0.01770, 0.02962, 0.01536, 0.02808, 0.01804, 0.00216
5, "13:27:26.472248", 0.02172, 0.00656, -0.01869, 0.03061, 0.01339, 0.02808, 0.01607, 0.00413
6, "13:27:26.472497", 0.02271, 0.00656, -0.01770, 0.02764, 0.01536, 0.02907, 0.01804, 0.00710
7, "13:27:26.472749", 0.02370, 0.00656, -0.01770, 0.02764, 0.01339, 0.02709, 0.01903, 0.00413
8, "13:27:26.472999", 0.02271, 0.00656, -0.01671, 0.02566, 0.01339, 0.02610, 0.01903, 0.00710
9, "13:27:26.473249", 0.02271, 0.00755, -0.01770, 0.02764, 0.01734, 0.02512, 0.01607, 0.00314
10, "13:27:26.473499", 0.02370, 0.00656, -0.01671, 0.02566, 0.01339, 0.02610, 0.01804, 0.00413
11, "13:27:26.473749", 0.02370, 0.00557, -0.01770, 0.02962, 0.01536, 0.02610, 0.01705, 0.00018
12, "13:27:26.473999", 0.02370, 0.00656, -0.01671, 0.02566, 0.01635, 0.02709, 0.01607, 0.00216
13, "13:27:26.474248", 0.02568, 0.00557, -0.01869, 0.02566, 0.01042, 0.02314, 0.01705, 0.00216
14, "13:27:26.474498", 0.02271, 0.00557, -0.01770, 0.02566, 0.01042, 0.02512, 0.01310, 0.00314
15, "13:27:26.474750", 0.02469, 0.00557, -0.01671, 0.02566, 0.01339, 0.02512, 0.01508, 0.00216
16, "13:27:26.474998", 0.02370, 0.00459, -0.01671, 0.02467, 0.01438, 0.02610, 0.01112, 0.00117
17, "13:27:26.475248", 0.02370, 0.00459, -0.01770, 0.02665, 0.01339, 0.02610, 0.01804, 0.00018
18, "13:27:26.475500", 0.02271, 0.00557, -0.01671, 0.02369, 0.01141, 0.02413, 0.01607, -0.00081
19, "13:27:26.475749", 0.02568, 0.00557, -0.01671, 0.02171, 0.01141, 0.02413, 0.01508, 0.00018
20, "13:27:26.475999", 0.02370, 0.00557, -0.01572, 0.02369, 0.01339, 0.02314, 0.01409, 0.00117
21, "13:27:26.476249", 0.02469, 0.00656, -0.01572, 0.02467, 0.01339, 0.02413, 0.01310, 0.00216
22, "13:27:26.476497", 0.02469, 0.00459, -0.01473, 0.02369, 0.01042, 0.02314, 0.01508, 0.00216
23, "13:27:26.476749", 0.02568, 0.00360, -0.01671, 0.02072, 0.01042, 0.02314, 0.01607, 0.00018
24, "13:27:26.476999", 0.02370, 0.00459, -0.01572, 0.02369, 0.01240, 0.02512, 0.01409, 0.00117
25, "13:27:26.477249", 0.02469, 0.00459, -0.01671, 0.02072, 0.01339, 0.02215, 0.01310, -0.00180
26, "13:27:26.477500", 0.02568, 0.00261, -0.01572, 0.02171, 0.01042, 0.02314, 0.01310, -0.00081
27, "13:27:26.477748", 0.02469, 0.00261, -0.01572, 0.02369, 0.01141, 0.02314, 0.01310, 0.00117
28, "13:27:26.477998", 0.02469, 0.00261, -0.01671, 0.02171, 0.00943, 0.02017, 0.01211, 0.00018
29, "13:27:26.478248", 0.02568, 0.00063, -0.01572, 0.02270, 0.00943, 0.02017, 0.01310, 0.00117
30, "13:27:26.478498", 0.02469, 0.00261, -0.01671, 0.02369, 0.00943, 0.02314, 0.01211, -0.00180
31, "13:27:26.478750", 0.02568, 0.00261, -0.01770, 0.02369, 0.01240, 0.02215, 0.01112, -0.00081
32, "13:27:26.479000", 0.02469, 0.00261, -0.01572, 0.02171, 0.00943, 0.02413, 0.01310, 0.00314
33, "13:27:26.479248", 0.02568, 0.00261, -0.01671, 0.02171, 0.01042, 0.02017, 0.01014, 0.00018
34, "13:27:26.479499", 0.02469, 0.00162, -0.01572, 0.02270, 0.01240, 0.02314, 0.00915, -0.00081
35, "13:27:26.479749", 0.02568, 0.00162, -0.01473, 0.02467, 0.01240, 0.02116, 0.01112, -0.00081
36, "13:27:26.479999", 0.02568, 0.00162, -0.01572, 0.02369, 0.00943, 0.02215, 0.01211, 0.00117
37, "13:27:26.480249", 0.02469, 0.00162, -0.01671, 0.02270, 0.00943, 0.01918, 0.01112, -0.00081
38, "13:27:26.480499", 0.02568, 0.00063, -0.01671, 0.02270, 0.01141, 0.02116, 0.01310, 0.00117
39, "13:27:26.480749", 0.02469, 0.00063, -0.01473, 0.02369, 0.00845, 0.02116, 0.01310, 0.00117
40, "13:27:26.480998", 0.02469, 0.00063, -0.01473, 0.02369, 0.00943, 0.02116, 0.01211, -0.00180
41, "13:27:26.481248", 0.02568, 0.00063, -0.01572, 0.02467, 0.01042, 0.01918, 0.01112, 0.00018
42, "13:27:26.481500", 0.02469, -0.00036, -0.01473, 0.02369, 0.00845, 0.02215, 0.01014, -0.00081
43, "13:27:26.481750", 0.02370, 0.00063, -0.01572, 0.02369, 0.00647, 0.02116, 0.01211, 0.00216
44, "13:27:26.481998", 0.02469, 0.00063, -0.01572, 0.02665, 0.00943, 0.02017, 0.01014, -0.00180
45, "13:27:26.482248", 0.02271, -0.00135, -0.01572, 0.02665, 0.00647, 0.02017, 0.01211, 0.00314
46, "13:27:26.482498", 0.02370, 0.00063, -0.01572, 0.02764, 0.00449, 0.01819, 0.00915, 0.00314
47, "13:27:26.482749", 0.02370, -0.00036, -0.01671, 0.02566, 0.00943, 0.01721, 0.01112, 0.00117
48, "13:27:26.482999", 0.02469, -0.00135, -0.01473, 0.02665, 0.00548, 0.01918, 0.01014, 0.00216
49, "13:27:26.483249", 0.02568, -0.00036, -0.01572, 0.02566, 0.00746, 0.01622, 0.00915, 0.00117
50, "13:27:26.483499", 0.02271, -0.00135, -0.01572, 0.02665, 0.00746, 0.01226, 0.00915, 0.00117
51, "13:27:26.483749", 0.02469, -0.00036, -0.01572, 0.02764, 0.00548, 0.01721, 0.00915, 0.00216
52, "13:27:26.483999", 0.02469, -0.00135, -0.01572, 0.02764, 0.00548, 0.01819, 0.00717, 0.00117
53, "13:27:26.484249", 0.02469, -0.00135, -0.01473, 0.02863, 0.00746, 0.01424, 0.01014, -0.00081
54, "13:27:26.484498", 0.02469, -0.00135, -0.01572, 0.03061, 0.00647, 0.01819, 0.01112, 0.00117
55, "13:27:26.484748", 0.02469, -0.00135, -0.01473, 0.03159, 0.00548, 0.01721, 0.00717, -0.00378
56, "13:27:26.484998", 0.02469, -0.00135, -0.01473, 0.02863, 0.00548, 0.01424, 0.00915, -0.00081
57, "13:27:26.485248", 0.02469, -0.00135, -0.01572, 0.03258, 0.00647, 0.01523, 0.01014, -0.00180
58, "13:27:26.485500", 0.02370, -0.00036, -0.01572, 0.03159, 0.00449, 0.01819, 0.01014, 0.00018
59, "13:27:26.485750", 0.02370, -0.00036, -0.01671, 0.03258, 0.00746, 0.01523, 0.00816, 0.00018
60, "13:27:26.486000", 0.02370, -0.00234, -0.01671, 0.03456, 0.00251, 0.01622, 0.01211, -0.00081
61, "13:27:26.486249", 0.02370, -0.00135, -0.01572, 0.03159, -0.00045, 0.01523, 0.01014, -0.00180
62, "13:27:26.486497", 0.02271, -0.00036, -0.01572, 0.03456, 0.00449, 0.01523, 0.00717, -0.00279
63, "13:27:26.486749", 0.02271, -0.00135, -0.01671, 0.03456, 0.00251, 0.01523, 0.01112, -0.00180
64, "13:27:26.486999", 0.02172, -0.00234, -0.01473, 0.03555, 0.00251, 0.01424, 0.01112, 0.00018
65, "13:27:26.487249", 0.02271, -0.00135, -0.01671, 0.03357, 0.00251, 0.01622, 0.00717, -0.00081
66, "13:27:26.487501", 0.02271, -0.00135, -0.01572, 0.03555, 0.00350, 0.01622, 0.01014, -0.00081
67, "13:27:26.487749", 0.02271, -0.00036, -0.01671, 0.03555, 0.00350, 0.01622, 0.01014, -0.00081
68, "13:27:26.487998", 0.02370, 0.00063, -0.01671, 0.03654, 0.00449, 0.01325, 0.00915, -0.00180
69, "13:27:26.488248", 0.02469, -0.00135, -0.01671, 0.03753, 0.00251, 0.01424, 0.00717, -0.00081
70, "13:27:26.488498", 0.02172, -0.00036, -0.01671, 0.03753, 0.00153, 0.01523, 0.00717, -0.00279
71, "13:27:26.488750", 0.02074, -0.00036, -0.01770, 0.03654, 0.00449, 0.01325, 0.00717, -0.00279
72, "13:27:26.489000", 0.02271, 0.00063, -0.01671, 0.03753, 0.00350, 0.01226, 0.00816, -0.00279
73, "13:27:26.489248", 0.02271, 0.00063, -0.01770, 0.03753, 0.00449, 0.01523, 0.00915, -0.00378
74, "13:27:26.489500", 0.02271, -0.00036, -0.01869, 0.03851, 0.00449, 0.01226, 0.00717, -0.00279
75, "13:27:26.489749", 0.02172, 0.00162, -0.01671, 0.03950, 0.00350, 0.01523, 0.00618, -0.00378
76, "13:27:26.489999", 0.02271, 0.00063, -0.01671, 0.03851, 0.00350, 0.01325, 0.00915, -0.00279
77, "13:27:26.490249", 0.02172, 0.00063, -0.01770, 0.04049, 0.00548, 0.01325, 0.00618, -0.00180
78, "13:27:26.490499", 0.02271, 0.00063, -0.01770, 0.03851, 0.00449, 0.01424, 0.00816, -0.00081
79, "13:27:26.490749", 0.02271, -0.00036, -0.01770, 0.03851, 0.00548, 0.01424, 0.00618, -0.00081
80, "13:27:26.490999", 0.02074, 0.00162, -0.01671, 0.03753, 0.00350, 0.01325, 0.00816, -0.00279
81, "13:27:26.491249", 0.02172, -0.00036, -0.01671, 0.03753, 0.00350, 0.01226, 0.00618, 0.00018
82, "13:27:26.491500", 0.02074, 0.00162, -0.01770, 0.03950, 0.00350, 0.01721, 0.00618, -0.00279
83, "13:27:26.491750", 0.02172, 0.00162, -0.01770, 0.03753, 0.00647, 0.01325, 0.00618, -0.00279
84, "13:27:26.491998", 0.02074, 0.00162, -0.01770, 0.03950, 0.00746, 0.01523, 0.00520, -0.00378
85, "13:27:26.492248", 0.02074, 0.00261, -0.01770, 0.03851, 0.00548, 0.01523, 0.00618, -0.00081
86, "13:27:26.492498", 0.02074, 0.00063, -0.01869, 0.03950, 0.00647, 0.01028, 0.00717, -0.00279
87, "13:27:26.492750", 0.02172, 0.00162, -0.01770, 0.03753, 0.00350, 0.01325, 0.00717, -0.00476
88, "13:27:26.493000", 0.02271, 0.00162, -0.01967, 0.03950, 0.00647, 0.01622, 0.01014, 0.00018
89, "13:27:26.493249", 0.02074, 0.00261, -0.01770, 0.03950, 0.00746, 0.01325, 0.00717, -0.00279
90, "13:27:26.493499", 0.02074, 0.00261, -0.01869, 0.03851, 0.00548, 0.01523, 0.00816, -0.00378
91, "13:27:26.493749", 0.02172, 0.00261, -0.01671, 0.03753, 0.00449, 0.01325, 0.00717, -0.00180
92, "13:27:26.493999", 0.02172, 0.00162, -0.01770, 0.03753, 0.00647, 0.01523, 0.00816, 0.00117
93, "13:27:26.494249", 0.02172, 0.00162, -0.01967, 0.03753, 0.00943, 0.01424, 0.00915, -0.00180
94, "13:27:26.494499", 0.02172, 0.00261, -0.01967, 0.04049, 0.00647, 0.01819, 0.00816, -0.00378
95, "13:27:26.494749", 0.02074, 0.00162, -0.01770, 0.03555, 0.00746, 0.01622, 0.00816, -0.00180
96, "13:27:26.494998", 0.02074, 0.00261, -0.01869, 0.03753, 0.00449, 0.01523, 0.00618, -0.00279
97, "13:27:26.495248", 0.02074, 0.00261, -0.01770, 0.03456, 0.00548, 0.01622, 0.00816, -0.00180
98, "13:27:26.495500", 0.02074, 0.00261, -0.01869, 0.03555, 0.00746, 0.01622, 0.01112, -0.00081
99, "13:27:26.495750", 0.02172, 0.00360, -0.01967, 0.03654, 0.00746, 0.01819, 0.00717, -0.00081
100, "13:27:26.496000", 0.02172, 0.00360, -0.01770, 0.03555, 0.00845, 0.01622, 0.01014, -0.00081
101, "13:27:26.496248", 0.02074, 0.00261, -0.01869, 0.03258, 0.00746, 0.01721, 0.00717, -0.00081
102, "13:27:26.496498", 0.02074, 0.00261, -0.01967, 0.03061, 0.00943, 0.01721, 0.01211, 0.00018
103, "13:27:26.496749", 0.02172, 0.00261, -0.01869, 0.03258, 0.01042, 0.01721, 0.00915, 0.00018
104, "13:27:26.496999", 0.02074, 0.00261, -0.01770, 0.03357, 0.00845, 0.01721, 0.00915, -0.00081
105, "13:27:26.497249", 0.02074, 0.00261, -0.01869, 0.03456, 0.01141, 0.01622, 0.00915, -0.00279
106, "13:27:26.497499", 0.02271, 0.00261, -0.01869, 0.03159, 0.01042, 0.01622, 0.00816, 0.00018
107, "13:27:26.497749", 0.02172, 0.00261, -0.01869, 0.03061, 0.00845, 0.01523, 0.01014, -0.00180
108, "13:27:26.497999", 0.02172, 0.00360, -0.01869, 0.02962, 0.00943, 0.01424, 0.00816, -0.00081
109, "13:27:26.498249", 0.02271, 0.00360, -0.01869, 0.02962, 0.01042, 0.01523, 0.00816, -0.00180
110, "13:27:26.498498", 0.02271, 0.00360, -0.01671, 0.02764, 0.00943, 0.01721, 0.01014, 0.00117
111, "13:27:26.498750", 0.02172, 0.00360, -0.01869, 0.02566, 0.01141, 0.01424, 0.01014, -0.00279
112, "13:27:26.498998", 0.02271, 0.00459, -0.01869, 0.02764, 0.01042, 0.01424, 0.00520, -0.00081
113, "13:27:26.499248", 0.02172, 0.00360, -0.01869, 0.02764, 0.01339, 0.01622, 0.00915, -0.00081
114, "13:27:26.499500", 0.02074, 0.00360, -0.01869, 0.02863, 0.01240, 0.01325, 0.01014, -0.00378
115, "13:27:26.499750", 0.02172, 0.00360, -0.01869, 0.02467, 0.01141, 0.01226, 0.01211, 0.00018
116, "13:27:26.500000", 0.02074, 0.00459, -0.01869, 0.02764, 0.00845, 0.01523, 0.00915, -0.00279
117, "13:27:26.500249", 0.02370, 0.00261, -0.01770, 0.02665, 0.01042, 0.01622, 0.00717, -0.00180
118, "13:27:26.500497", 0.02172, 0.00360, -0.01770, 0.02665, 0.01141, 0.01523, 0.01211, -0.00378
