DAQLog Data File v1.10
Device: LGR-5327
Serial No: 000001582675
Log Enable Time: 12.06.2025 13:39:47.000
Data Start Time: 12.06.2025 13:39:48.860
Trigger Time: 12.06.2025 13:39:49.110
Pre-Trigger Scan Count: 1000
Pre-Trigger Scan Rate(Hz): 4000
Post-Trigger Scan Count: 3000
Post-Trigger Scan Rate(Hz): 4000
Notes: 06.12.2025 Kantipark St. Gallen
8 feste Geophon-Positionen + 1 Trigger
Abstand wird während der Messung festgelegt
, , AI0Diff30V(Volts), AI1Diff30V(Volts), AI2Diff30V(Volts), AI3Diff30V(Volts), AI4Diff30V(Volts), AI5Diff30V(Volts), AI6Diff30V(Volts), AI7Diff30V(Volts)
Scan Number, Scan Time, , , , , , , , 
0, "13:39:48.859998", 0.01678, -0.01420, -0.01375, 0.03159, 0.02031, 0.02907, 0.03484, 0.00216
1, "13:39:48.860248", 0.01876, -0.01519, -0.01473, 0.03159, 0.01932, 0.02907, 0.03484, 0.00018
2, "13:39:48.860498", 0.01579, -0.00926, -0.01473, 0.02962, 0.02228, 0.02907, 0.03484, 0.00018
3, "13:39:48.860750", 0.01481, -0.01124, -0.01473, 0.03159, 0.02031, 0.02907, 0.03287, 0.00314
4, "13:39:48.861000", 0.01579, -0.01124, -0.01572, 0.03258, 0.02031, 0.02907, 0.03385, 0.00216
5, "13:39:48.861249", 0.01777, -0.01321, -0.01375, 0.02962, 0.02129, 0.02907, 0.03287, 0.00314
6, "13:39:48.861499", 0.01481, -0.01025, -0.01375, 0.03061, 0.02129, 0.02907, 0.03287, 0.00216
7, "13:39:48.861749", 0.01579, -0.01321, -0.01375, 0.03061, 0.02031, 0.02907, 0.03484, 0.00117
8, "13:39:48.861999", 0.01876, -0.01025, -0.01375, 0.03061, 0.02031, 0.03006, 0.03287, 0.00314
9, "13:39:48.862249", 0.01579, -0.01025, -0.01473, 0.03061, 0.02129, 0.02907, 0.03188, 0.00314
10, "13:39:48.862499", 0.01777, -0.01124, -0.01473, 0.03159, 0.01932, 0.02907, 0.03484, 0.00216
11, "13:39:48.862749", 0.01579, -0.01222, -0.01375, 0.03159, 0.02129, 0.02907, 0.03385, 0.00117
12, "13:39:48.862998", 0.01579, -0.01321, -0.01375, 0.03159, 0.02129, 0.02907, 0.03287, 0.00314
13, "13:39:48.863248", 0.01579, -0.01321, -0.01375, 0.03159, 0.02031, 0.02808, 0.03484, 0.00314
14, "13:39:48.863500", 0.01777, -0.01222, -0.01375, 0.03061, 0.01833, 0.02907, 0.03385, 0.00512
15, "13:39:48.863750", 0.01382, -0.01124, -0.01473, 0.03159, 0.02031, 0.03006, 0.03385, 0.00611
16, "13:39:48.864000", 0.01481, -0.01124, -0.01473, 0.03061, 0.02129, 0.02907, 0.03287, 0.00512
17, "13:39:48.864248", 0.01481, -0.01222, -0.01375, 0.03159, 0.02129, 0.02808, 0.03484, 0.00413
18, "13:39:48.864498", 0.01382, -0.01321, -0.01276, 0.03061, 0.02129, 0.03105, 0.03287, 0.00216
19, "13:39:48.864749", 0.01678, -0.01222, -0.01473, 0.03159, 0.02031, 0.02808, 0.03188, 0.00216
20, "13:39:48.864999", 0.01579, -0.01321, -0.01473, 0.03258, 0.02129, 0.02907, 0.03385, 0.00512
21, "13:39:48.865249", 0.01382, -0.01025, -0.01473, 0.03159, 0.02129, 0.03006, 0.03385, 0.00413
22, "13:39:48.865499", 0.01579, -0.01321, -0.01375, 0.03258, 0.02031, 0.02907, 0.03287, 0.00710
23, "13:39:48.865749", 0.01777, -0.01222, -0.01473, 0.03159, 0.01932, 0.02907, 0.03385, 0.00512
24, "13:39:48.865999", 0.01678, -0.01025, -0.01473, 0.02962, 0.02031, 0.03006, 0.03385, 0.00216
25, "13:39:48.866249", 0.01579, -0.01124, -0.01375, 0.03159, 0.02031, 0.02808, 0.03484, 0.00117
26, "13:39:48.866498", 0.01481, -0.01124, -0.01375, 0.03159, 0.01932, 0.03006, 0.03287, 0.00117
27, "13:39:48.866750", 0.01579, -0.01222, -0.01572, 0.03061, 0.02031, 0.03006, 0.03484, 0.00413
28, "13:39:48.866998", 0.01382, -0.00926, -0.01473, 0.03061, 0.02129, 0.02907, 0.03287, 0.00018
29, "13:39:48.867248", 0.01678, -0.01025, -0.01375, 0.03159, 0.02031, 0.02907, 0.03385, -0.00081
30, "13:39:48.867500", 0.01678, -0.01222, -0.01473, 0.03258, 0.02031, 0.03006, 0.03385, 0.00314
31, "13:39:48.867750", 0.01678, -0.00926, -0.01276, 0.03061, 0.01932, 0.02907, 0.03385, 0.00314
32, "13:39:48.868000", 0.01481, -0.00827, -0.01473, 0.03159, 0.02129, 0.02907, 0.03583, 0.00413
33, "13:39:48.868249", 0.01777, -0.01420, -0.01375, 0.03061, 0.02129, 0.02808, 0.03385, 0.00117
34, "13:39:48.868497", 0.01777, -0.01321, -0.01473, 0.03159, 0.02031, 0.03006, 0.03385, 0.00314
35, "13:39:48.868749", 0.01283, -0.01025, -0.01473, 0.03061, 0.02129, 0.02907, 0.03385, 0.00216
36, "13:39:48.868999", 0.01579, -0.01124, -0.01473, 0.03258, 0.02031, 0.02907, 0.03385, 0.00216
37, "13:39:48.869249", 0.01678, -0.01025, -0.01473, 0.03258, 0.01932, 0.02907, 0.03385, 0.00413
38, "13:39:48.869501", 0.01481, -0.01025, -0.01375, 0.03159, 0.02031, 0.03006, 0.03385, 0.00314
39, "13:39:48.869749", 0.01579, -0.01124, -0.01473, 0.03061, 0.02228, 0.02907, 0.03385, 0.00216
40, "13:39:48.869998", 0.01678, -0.01124, -0.01276, 0.03159, 0.02129, 0.02907, 0.03385, 0.00611
41, "13:39:48.870248", 0.01579, -0.01124, -0.01375, 0.03159, 0.02031, 0.03006, 0.03484, 0.00117
42, "13:39:48.870498", 0.01382, -0.00926, -0.01375, 0.03061, 0.02129, 0.02808, 0.03287, 0.00216
43, "13:39:48.870750", 0.01777, -0.00926, -0.01473, 0.03061, 0.02031, 0.02907, 0.03385, 0.00314
44, "13:39:48.871000", 0.01678, -0.00926, -0.01375, 0.03159, 0.02031, 0.03105, 0.03287, 0.00314
45, "13:39:48.871248", 0.01382, -0.00926, -0.01375, 0.03159, 0.02129, 0.02907, 0.03385, 0.00216
46, "13:39:48.871500", 0.01678, -0.01025, -0.01375, 0.03159, 0.01932, 0.02907, 0.03287, 0.00314
47, "13:39:48.871749", 0.01975, -0.01124, -0.01473, 0.03258, 0.01833, 0.03006, 0.03385, -0.00081
