DAQLog Data File v1.10
Device: LGR-5327
Serial No: 000001582675
Log Enable Time: 12.06.2025 13:34:09.000
Data Start Time: 12.06.2025 13:34:10.873
Trigger Time: 12.06.2025 13:34:11.123
Pre-Trigger Scan Count: 1000
Pre-Trigger Scan Rate(Hz): 4000
Post-Trigger Scan Count: 3000
Post-Trigger Scan Rate(Hz): 4000
Notes: 06.12.2025 Kantipark St. Gallen
8 feste Geophon-Positionen + 1 Trigger
Abstand wird während der Messung festgelegt
, , AI0Diff30V(Volts), AI1Diff30V(Volts), AI2Diff30V(Volts), AI3Diff30V(Volts), AI4Diff30V(Volts), AI5Diff30V(Volts), AI6Diff30V(Volts), AI7Diff30V(Volts)
Scan Number, Scan Time, , , , , , , , 
0, "13:34:10.872999", 0.01975, 0.00162, -0.01375, 0.02072, 0.00153, 0.00237, -0.00568, -0.01564
1, "13:34:10.873249", 0.01975, 0.00162, -0.01473, 0.02369, -0.00243, 0.00534, -0.00469, -0.01069
2, "13:34:10.873500", 0.01975, 0.00261, -0.01473, 0.02072, 0.00054, 0.00633, -0.00666, -0.01366
3, "13:34:10.873750", 0.01975, 0.00261, -0.01572, 0.02171, 0.00054, 0.00435, -0.00568, -0.01267
4, "13:34:10.873998", 0.01975, 0.00162, -0.01572, 0.02270, -0.00144, 0.00435, -0.00864, -0.01168
5, "13:34:10.874248", 0.02172, 0.00162, -0.01572, 0.01776, -0.00045, 0.00633, -0.00568, -0.00971
6, "13:34:10.874498", 0.02172, 0.00162, -0.01473, 0.02270, 0.00054, 0.00336, -0.00666, -0.01069
7, "13:34:10.874750", 0.02271, 0.00162, -0.01572, 0.02072, -0.00243, 0.00534, -0.00568, -0.01366
8, "13:34:10.875000", 0.02172, 0.00261, -0.01572, 0.01874, -0.00045, 0.00633, -0.00765, -0.01069
9, "13:34:10.875249", 0.02271, 0.00063, -0.01473, 0.01874, -0.00144, 0.00633, -0.00469, -0.01366
10, "13:34:10.875499", 0.02172, 0.00162, -0.01572, 0.01776, -0.00342, 0.00534, -0.00271, -0.00971
11, "13:34:10.875749", 0.02568, 0.00261, -0.01572, 0.01973, -0.00045, 0.00732, -0.00568, -0.00971
12, "13:34:10.875999", 0.02370, 0.00063, -0.01572, 0.02171, -0.00342, 0.00534, -0.00172, -0.00872
13, "13:34:10.876249", 0.02370, 0.00063, -0.01473, 0.02072, -0.00342, 0.00633, -0.00172, -0.00872
14, "13:34:10.876499", 0.02469, 0.00162, -0.01572, 0.02270, -0.00045, 0.00633, -0.00271, -0.00971
15, "13:34:10.876749", 0.02568, 0.00162, -0.01473, 0.02072, -0.00243, 0.00831, -0.00172, -0.00575
16, "13:34:10.876998", 0.02667, 0.00162, -0.01473, 0.02072, -0.00440, 0.00732, -0.00172, -0.01267
17, "13:34:10.877248", 0.02469, 0.00162, -0.01473, 0.01973, -0.00243, 0.00930, 0.00025, -0.00773
18, "13:34:10.877500", 0.02568, 0.00063, -0.01375, 0.02072, -0.00144, 0.00831, -0.00073, -0.00773
19, "13:34:10.877750", 0.02568, 0.00162, -0.01473, 0.02072, -0.00243, 0.01028, 0.00223, -0.00674
20, "13:34:10.878000", 0.02667, 0.00063, -0.01473, 0.02171, -0.00144, 0.01127, 0.00322, -0.00773
21, "13:34:10.878248", 0.02667, 0.00063, -0.01473, 0.02171, -0.00144, 0.01028, 0.00223, -0.00872
