DAQLog Data File v1.10
Device: LGR-5327
Serial No: 000001582675
Log Enable Time: 12.06.2025 13:42:46.000
Data Start Time: 12.06.2025 13:42:47.642
Trigger Time: 12.06.2025 13:42:47.892
Pre-Trigger Scan Count: 1000
Pre-Trigger Scan Rate(Hz): 4000
Post-Trigger Scan Count: 3000
Post-Trigger Scan Rate(Hz): 4000
Notes: 06.12.2025 Kantipark St. Gallen
8 feste Geophon-Positionen + 1 Trigger
Abstand wird während der Messung festgelegt
, , AI0Diff30V(Volts), AI1Diff30V(Volts), AI2Diff30V(Volts), AI3Diff30V(Volts), AI4Diff30V(Volts), AI5Diff30V(Volts), AI6Diff30V(Volts), AI7Diff30V(Volts)
Scan Number, Scan Time, , , , , , , , 
0, "13:42:47.642000", 0.02271, -0.01222, -0.00683, 0.04049, 0.02228, 0.02808, 0.03385, 0.01402
1, "13:42:47.642248", 0.02271, -0.01025, -0.00880, 0.04148, 0.02031, 0.02808, 0.03287, 0.01599
2, "13:42:47.642498", 0.02172, -0.00728, -0.00782, 0.04049, 0.02031, 0.02907, 0.03287, 0.01303
3, "13:42:47.642749", 0.02172, -0.00926, -0.00880, 0.03851, 0.02031, 0.03006, 0.03188, 0.01599
4, "13:42:47.642999", 0.02172, -0.00926, -0.00782, 0.04247, 0.02031, 0.03006, 0.03385, 0.01402
5, "13:42:47.643249", 0.02469, -0.00926, -0.00782, 0.03950, 0.01932, 0.03006, 0.03287, 0.01599
6, "13:42:47.643499", 0.02469, -0.00827, -0.00584, 0.04148, 0.02031, 0.03006, 0.03385, 0.01500
7, "13:42:47.643749", 0.02271, -0.00629, -0.00979, 0.04049, 0.02031, 0.03006, 0.03385, 0.01500
8, "13:42:47.643999", 0.02271, -0.00827, -0.00782, 0.04247, 0.02031, 0.03006, 0.03484, 0.01402
9, "13:42:47.644248", 0.02370, -0.00926, -0.00683, 0.04247, 0.02031, 0.02907, 0.03188, 0.01402
10, "13:42:47.644498", 0.02074, -0.00926, -0.00584, 0.04049, 0.02031, 0.02907, 0.03484, 0.01500
11, "13:42:47.644750", 0.02469, -0.01025, -0.00386, 0.04346, 0.02031, 0.02907, 0.03385, 0.01402
12, "13:42:47.644998", 0.02469, -0.00629, -0.00584, 0.04049, 0.02031, 0.03006, 0.03583, 0.01599
13, "13:42:47.645248", 0.02469, -0.00728, -0.00386, 0.04247, 0.02031, 0.02808, 0.03188, 0.01500
14, "13:42:47.645500", 0.02568, -0.00728, -0.00485, 0.04148, 0.02129, 0.02907, 0.03287, 0.01500
15, "13:42:47.645750", 0.02271, -0.00530, -0.00386, 0.04049, 0.01932, 0.02907, 0.03287, 0.01500
16, "13:42:47.645999", 0.02568, -0.00530, -0.00485, 0.03950, 0.02031, 0.02907, 0.03188, 0.01402
17, "13:42:47.646249", 0.02370, -0.00629, -0.00386, 0.03950, 0.01932, 0.02907, 0.03287, 0.01599
18, "13:42:47.646497", 0.02667, -0.00431, -0.00683, 0.04148, 0.02031, 0.02907, 0.03385, 0.01500
19, "13:42:47.646749", 0.02568, -0.00234, -0.00485, 0.04049, 0.01932, 0.02907, 0.03385, 0.01500
20, "13:42:47.646999", 0.02568, -0.00530, -0.00584, 0.04247, 0.01932, 0.03006, 0.03287, 0.01500
21, "13:42:47.647249", 0.02271, -0.00629, -0.00386, 0.04049, 0.01932, 0.02907, 0.03385, 0.01599
22, "13:42:47.647500", 0.02172, -0.00431, -0.00584, 0.03851, 0.02129, 0.02907, 0.03385, 0.01500
23, "13:42:47.647748", 0.02271, -0.00629, -0.00287, 0.03753, 0.02031, 0.02907, 0.03287, 0.01599
24, "13:42:47.647998", 0.02172, -0.00333, -0.00189, 0.03950, 0.02129, 0.02709, 0.03385, 0.01599
25, "13:42:47.648248", 0.02074, -0.00530, -0.00386, 0.03950, 0.02031, 0.03006, 0.03385, 0.01500
26, "13:42:47.648498", 0.02074, -0.00431, -0.00386, 0.03753, 0.02129, 0.03006, 0.03385, 0.01500
